,uuid,Company_Names,census_id,count,uuid_comp
264,9eb353a0-69b6-4947-b710-bae643c8bca5,,143,6,9eb353a0-69b6-4947-b710-bae643c8bca5
265,74278bda-b644-4520-8f0c-720eaf059935,Glimworm,847,6,Glimworm
266,74278bda-b644-4520-8f0c-720eaf059935,Glimworm,853,6,Glimworm
267,ab4c8ae3-86c7-4602-afb7-e82f678ef65a,,61,6,ab4c8ae3-86c7-4602-afb7-e82f678ef65a
268,d77657c4-52a7-426f-b9d0-d71e10798c8a,SXSW,149,6,SXSW
269,b2e5fc49-d460-42b9-893c-27dbaff94309,,34,6,b2e5fc49-d460-42b9-893c-27dbaff94309
270,8a21c76b-74e3-4341-92be-33fcfdefdd63,,29,6,8a21c76b-74e3-4341-92be-33fcfdefdd63
271,b8ba3d72-9fd6-4ca1-89f6-d0da18de8375,,13,6,b8ba3d72-9fd6-4ca1-89f6-d0da18de8375
272,74278bda-b644-4520-8f0c-720eaf059935,Glimworm,133,6,Glimworm
273,d8cec22e-e0c2-11e5-8d0f-02e208b2d34f,,109,6,d8cec22e-e0c2-11e5-8d0f-02e208b2d34f
274,d77657c4-52a7-426f-b9d0-d71e10798c8a,SXSW,1092,6,SXSW
